doi,author,title,year,url,venue,json,view_num,tile,view_type,domain_viewType
10.1109/TVCG.2017.2744278,Haneen Mohammed;Ali K. Al-Awami;Johanna Beyer;Corrado Cali;Pierre Magistretti;Hanspeter Pfister;Markus Hadwiger,Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,2017,http://dx.doi.org/10.1109/TVCG.2017.2744278,SciVis,10.1109@TVCG.2017.2744278.json,2,1,"['Panel', 'SciVis']",SciVis
10.1109/TVCG.2017.2744479,O. R¨¹bel;Benjamin P. Bowen,BASTet: Shareable and Reproducible Analysis and Visualization of Mass Spectrometry Imaging Data via OpenMSI,2017,http://dx.doi.org/10.1109/TVCG.2017.2744479,SciVis,10.1109@TVCG.2017.2744479.json,3,1,"['Bar', 'SciVis']",Bar
10.1109/TVCG.2018.2864816,Martin Falk;Anders Ynnerman;Darren Treanor;C. Lundstr?m,Interactive Visualization of 3D Histopathology in Native Resolution,2018,http://dx.doi.org/10.1109/TVCG.2018.2864816,SciVis,10.1109@TVCG.2018.2864816.json,2,1,"['Panel', 'SciVis']",SciVis
10.1109/VAST.2011.6102448,T. May;A. Bannach;J. Davey;T. Ruppert;J. Kohlhammer,Guiding feature subset selection with an interactive visualization,2011,http://dx.doi.org/10.1109/VAST.2011.6102448,VAST,10.1109@VAST.2011.6102448.json,9,1,"['Bar', 'Grid']",Grid/Matrix
10.1109/VAST.2011.6102462,Weijia Xu;Maria Esteva;Suyog Dutt Jain;Varun Jain,Analysis of large digital collections with interactive visualization,2011,http://dx.doi.org/10.1109/VAST.2011.6102462,VAST,10.1109@VAST.2011.6102462.json,2,1,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2013.205,Christopher Andrews;Chris North,The Impact of Physical Navigation on Spatial Organization for Sensemaking,2013,http://dx.doi.org/10.1109/TVCG.2013.205,VAST,10.1109@TVCG.2013.205.json,2,1,"['Panel', 'Table']",Table
10.1109/TVCG.2014.2346482,Josua Krause;Adam Perer;Enrico Bertini,INFUSE: Interactive Feature Selection for Predictive Modeling of High Dimensional Data,2014,http://dx.doi.org/10.1109/TVCG.2014.2346482,VAST,10.1109@TVCG.2014.2346482.json,2,1,"['Diag.', 'Panel']",Diagram
10.1109/VAST.2014.7042494,Shixia Liu;Xiting Wang;Jianfei Chen;Jim Zhu;Baining Guo,TopicPanorama: A Full Picture of Relevant Topics,2014,http://dx.doi.org/10.1109/VAST.2014.7042494,VAST,10.1109@VAST.2014.7042494.json,2,1,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2015.2467554,Mengchen Liu;Shixia Liu;Xizhou Zhu;Qinying Liao;Furu Wei;Shimei Pan,An Uncertainty-Aware Approach for Exploratory Microblog Retrieval,2015,http://dx.doi.org/10.1109/TVCG.2015.2467554,VAST,10.1109@TVCG.2015.2467554.json,2,1,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2015.2468078,Stef van den Elzen;Danny Holten;Jorik Blaas;Jarke J. van Wijk,Reducing Snapshots to Points: A Visual Analytics Approach to Dynamic Network Exploration,2015,http://dx.doi.org/10.1109/TVCG.2015.2468078,VAST,10.1109@TVCG.2015.2468078.json,3,1,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/VAST.2015.7347681,Jessica Peter;Steve Szigeti;Ana Jofre;Sara Diamond,Topicks: Visualizing complex topic models for user comprehension,2015,http://dx.doi.org/10.1109/VAST.2015.7347681,VAST,10.1109@VAST.2015.7347681.json,2,1,"['Net.', 'Table']",Tree and Network (Graph)
10.1109/TVCG.2017.2744878,Kanit Wongsuphasawat;Daniel Smilkov;James Wexler;Jimbo Wilson;Dandelion ManèŒ?Doug Fritz;Dilip Krishnan;Fernanda B. VièŒ…gas;Martin Wattenberg,Visualizing Dataflow Graphs of Deep Learning Models in TensorFlow,2017,http://dx.doi.org/10.1109/TVCG.2017.2744878,VAST,10.1109@TVCG.2017.2744878.json,2,1,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2017.2745078,Emily Wall;Subhajit Das;Ravish Chawla;Bharath Kalidindi;Eli T. Brown;Alex Endert,Podium: Ranking Data Using Mixed-Initiative Visual Analytics,2017,http://dx.doi.org/10.1109/TVCG.2017.2745078,VAST,10.1109@TVCG.2017.2745078.json,2,1,"['Panel', 'Table']",Table
10.1109/TVCG.2018.2864499,Jiawei Zhang;Yang Wang;Piero Molino;Lezhi Li;David S. Ebert,Manifold: A Model-Agnostic Framework for Interpretation and Diagnosis of Machine Learning Models,2018,http://dx.doi.org/10.1109/TVCG.2018.2864499,VAST,10.1109@TVCG.2018.2864499.json,3,1,"['Grid', 'Table']",Table
10.1109/TVCG.2018.2864886,Po-Ming Law;Zhicheng Liu;Sana Malik;Rahul C. Basole,MAQUI: Interweaving Queries and Pattern Mining for Recursive Event Sequence Exploration,2018,http://dx.doi.org/10.1109/TVCG.2018.2864886,VAST,10.1109@TVCG.2018.2864886.json,3,1,"['Diag.', 'Panel']",Diagram
10.1109/VAST.2018.8802508,C. Guo;R. Guan;J. Zhang;Y. V. Chen;Z. C. Qian,Contourmap: Contour Based Visualization Of Water Chemical Data,2018,?http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8802508&isnumber=8802370,VAST,10.1109@VAST.2018.8802508.json,24,1,"['Line', 'Bar']",Line
10.1109/VAST.2018.8802513,J. Zhao?et al.,Phoenixmap: Spatio-Temporal Distribution Analysis With Deep Learning Classifications,2018,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8802513&isnumber=8802370,VAST,10.1109@VAST.2018.8802513.json,29,1,"['Line', 'Bar']",Line
10.1109/TVCG.2019.2934267,Y. Ming;P. Xu;F. Cheng;H. Qu;L. Ren,ProtoSteer: Steering Deep Sequence Model with Prototypes,2019,http//ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8827944&isnumber=8911289,VAST,10.1109@TVCG.2019.2934267.json,3,1,"['Panel', 'Table']",Table
10.1109/TVCG.2019.2934595,S. Gehrmann;H. Strobelt;R. Kr¨¹ger;H. Pfister;A. M. Rush,Visual Interaction with Deep Learning Models through Collaborative Semantic Inference,2019,http//ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8805457&isnumber=8911289,VAST,10.1109@TVCG.2019.2934595.json,2,2,"['Line', 'Panel']",Line
10.1109/TVCG.2019.2934614,L. S. Snyder;Y. Lin;M. Karimzadeh;D. Goldwasser;D. S. Ebert,Interactive Learning for Identifying Relevant Tweets to Support Real-time Situational Awareness,2019,http//ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8807283&isnumber=8911289,VAST,10.1109@TVCG.2019.2934614.json,2,1,"['Panel', 'Map']",Map
10.1109/TVCG.2019.2934619,J. Wexler;M. Pushkarna;T. Bolukbasi;M. Wattenberg;FF. Vi¨¦gas;J. Wilson,The What-If Tool: Interactive Probing of Machine Learning Models,2019,http//ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8807255&isnumber=8911289,VAST,10.1109@TVCG.2019.2934619.json,2,1,"['Panel', 'Point']",Point
10.1111/j.1467-8659.2011.01921.x,Chou J. -K;Yang C. -K,PaperVis: Literature Review Made Easy,2011,https://doi.org/10.1111/j.1467-8659.2011.01921.x,EuroVis,10.1111@j.1467-8659.2011.01921.x.json,3,3,"['Net.', 'Panel']",Circle
10.1111/j.1467-8659.2011.01922.x,Correll M;Witmore M;Gleicher M,Exploring Collections of Tagged Text for Literary Scholarship,2011,https://doi.org/10.1111/j.1467-8659.2011.01922.x,EuroVis,10.1111@j.1467-8659.2011.01922.x.json,3,8,"['Panel', 'Distri.', 'Point']",Distribution
10.1111/j.1467-8659.2011.01957.x,Crnovrsanin Tari;Liao Isaa;Wu Yingca;Ma Kwan-Li,Visual Recommendations for Network Navigation,2011,https://doi.org/10.1111/j.1467-8659.2011.01957.x,EuroVis,10.1111@j.1467-8659.2011.01957.x.json,3,3,"['Net.', 'Panel']",Tree and Network (Graph)
10.1111/j.1467-8659.2012.03101.x,"Herghelegiu P. C;Manta V;Perin R;Bruckner S;Gr?ller, E",Biopsy Planner ¨C Visual Analysis for Needle Pathway Planning in Deep Seated Brain Tumor Biopsy,2012,https://doi.org/10.1111/j.1467-8659.2012.03101.x,EuroVis,10.1111@j.1467-8659.2012.03101.x.json,6,3,"['Panel', 'SciVis']",SciVis
10.1111/j.1467-8659.2012.03108.x,Lee Hanseun;Kihm Jaeyeo;Choo Jaegu;Stasko Joh;Park Haesu,iVisClustering: An Interactive Visual Document Clustering via Topic Modeling,2012,https://doi.org/10.1111/j.1467-8659.2012.03108.x,EuroVis,10.1111@j.1467-8659.2012.03108.x.json,3,8,"['Net.', 'Line', 'Panel']",Tree and Network (Graph)
10.1111/cgf.12132,"Kr¨¹ger, Robert;Thom, Dennis;W?rner, Michae;Bosch, Harald;Ertl, Thomas",TrajectoryLenses ¨C A Set-based Filtering and Exploration Technique for Long-term Trajectory Data,2013,https://doi.org/10.1111/cgf.12132,EuroVis,2013_10.1111@cgf.12132.json,4,8,"['Bar', 'Map', 'Area']",Map
10.1111/cgf.12366,Liu S;Wang B;Bremer P.-T;Pascucci V,Distortion-Guided Structure-Driven Interactive Exploration of High-Dimensional Data,2014,https://doi.org/10.1111/cgf.12366,EuroVis,2014_10.1111@cgf.12366.json,3,8,"['Line', 'Point', 'Table']",Point
10.1111/cgf.12883,Partl C;Gratzl S;Streit M;Wassermann A. M;Pfister H;Schmalstieg D;Lex A,Pathfinder: Visual Analysis of Paths in Graphs,2016,https://doi.org/10.1111/cgf.12883,EuroVis,2016_10.1111@cgf.12883.json,5,3,"['Diag.', 'Bar']",Diagram
10.1111/cgf.12903,Hoffswell Jan;Satyanarayan Arvin;Heer Jeffre,Visual Debugging Techniques for Reactive Data Visualization,2016,https://doi.org/10.1111/cgf.12903,EuroVis,2016_10.1111@cgf.12903.json,3,7,"['Line', 'Bar', 'Table']",Bar
10.1111/cgf.13186,"Hofmann J;Gr??ler, M;Rubio-S¨¢nchez, M;Pichler P.-P;Lehmann D. J",Visual Exploration of Global Trade Networks with Time-Dependent and Weighted Hierarchical Edge Bundles on GPU,2017,https://doi.org/10.1111/cgf.13186,EuroVis,2017_10.1111@cgf.13186.json,3,3,"['Net.', 'Panel']",Tree and Network (Graph)
10.1111/cgf.13398,Miranda Fabi;Lage Marco;Doraiswamy Haris;Mydlarz Charli;Salamon Justi;Lockerman Yitzcha;Freire Julian;Silva Claudio T,Time Lattice: A Data Structure for the Interactive Visual Analysis of Large Time Series,2018,https://doi.org/10.1111/cgf.13398,EuroVis,2018_10.1111@cgf.13398.json,3,3,"['Line', 'Map', 'Panel']",Line
10.1111/cgf.13674,"Kakar, T.;Qin, X.;Rundensteiner, E. A.;Harrison, L.;Sahoo, S. K.;De, S.",DIVA: Exploration and Validation of Hypothesized Drug-Drug Interactions,2019,https://doi.org/10.1111/cgf.13674,EuroVis,2019_10.1111@cgf.13674.json,8,3,['Net.'],Tree and Network (Graph)
10.1111/cgf.13675,"Filipov, V.;Arleo, A.;Federico, P.;Miksch, S.","CV3: Visual Exploration, Assessment, and Comparison of CVs",2019,https://doi.org/10.1111/cgf.13675,EuroVis,2019_10.1111@cgf.13675.json,4,5,"['Distri.', 'Map']",Map
10.1111/cgf.13697,"van Dortmont, M.A.M.M.;van den Elzen, S.;van Wijk, J.J.",ChronoCorrelator: Enriching Events with Time Series,2019,https://doi.org/10.1111/cgf.13697,EuroVis,2019_10.1111@cgf.13697.json,5,4,"['Diag.', 'Panel', 'Distri.']",Diagram
10.1111/cgf.13713,"Krueger, Robert;Han, Qi;Ivanov, Nikolay;Mahtal, Sanae;Thom, Dennis;Pfister, Hanspeter;Ertl, Thomas",Bird's-Eye - Large-Scale Visual Analytics of City Dynamics using Social Location Data,2019,https://doi.org/10.1111/cgf.13713,EuroVis,2019_10.1111@cgf.13713.json,3,6,"['Panel', 'Map', 'Area']",Map
10.1111/cgf.13718,"Saket, Bahador;Endert, Alex",Investigating the Manual View Specification and Visualization by Demonstration Paradigms for Visualization Construction,2019,https://doi.org/10.1111/cgf.13718,EuroVis,2019_10.1111@cgf.13718.json,3,6,"['Panel', 'Point', 'Bar']",Point
10.1111/cgf.13731,"Afzal, S.;Hittawe, M.M.;Ghani, S.;Jamil, T.;Knio, O.;Hadwiger, M.;Hoteit, I.",The State of the Art in Visual Analysis Approaches for Ocean and Atmospheric Datasets,2019,https://doi.org/10.1111/cgf.13731,EuroVis,2019_10.1111@cgf.13731.json,12,3,"['Line', 'Panel', 'Area']",Line
10.1109/TVCG.2011.253,A. Johannes Pretorius;Mark-Anthony Bray;Anne E. Carpenter;Roy A. Ruddle,Visualization of Parameter Space for Image Analysis,2011,http://dx.doi.org/10.1109/TVCG.2011.253,InfoVis,10.1109@TVCG.2011.253.json,4,3,"['Net.', 'Panel', 'Grid']",Grid/Matrix
10.1109/TVCG.2013.184,Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;Helwig Hauser,Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,2013,http://dx.doi.org/10.1109/TVCG.2013.184,InfoVis,10.1109@TVCG.2013.184.json,5,3,"['Net.', 'Bar', 'Table']",Tree and Network (Graph)
10.1109/TVCG.2013.209,Rahul C. Basole;Trustin Clear;Mengdie Hu;Harshit Mehrotra;John Stasko,Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization,2013,http://dx.doi.org/10.1109/TVCG.2013.209,InfoVis,10.1109@TVCG.2013.209.json,3,3,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2013.231,J. Guerra-G¨®mez;Michael L. Pack;Catherine Plaisant;Ben Shneiderman,Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,2013,http://dx.doi.org/10.1109/TVCG.2013.231,InfoVis,10.1109@TVCG.2013.231.json,7,3,"['Line', 'Bar', 'Panel']",Bar
10.1109/TVCG.2014.2346249,Ramik Sadana;Timothy Major;Alistair Dove;John Stasko,OnSet: A Visualization Technique for Large-scale Binary Set Data,2014,http://dx.doi.org/10.1109/TVCG.2014.2346249,InfoVis,10.1109@TVCG.2014.2346249.json,6,5,"['Panel', 'Grid']",Grid/Matrix
10.1109/TVCG.2014.2346260,Samuel Gratzl;Nils Gehlenborg;Alexander Lex;Hanspeter Pfister;Marc Streit,"Domino: Extracting, Comparing, and Manipulating Subsets Across Multiple Tabular Datasets",2014,http://dx.doi.org/10.1109/TVCG.2014.2346260,InfoVis,10.1109@TVCG.2014.2346260.json,3,4,"['Diag.', 'Panel', 'Table']",Diagram
10.1109/TVCG.2014.2346441,Stef van den Elzen;Jarke J. van Wijk,Multivariate Network Exploration and Presentation: From Detail to Overview via Selections and Aggregations,2014,http://dx.doi.org/10.1109/TVCG.2014.2346441,InfoVis,10.1109@TVCG.2014.2346441.json,3,3,"['Net.', 'Panel']",Tree and Network (Graph)
10.1109/TVCG.2014.2346445,Tom Polk;Jing Yang;Yueqi Hu;Ye Zhao,TenniVis: Visualization for Tennis Match Analysis,2014,http://dx.doi.org/10.1109/TVCG.2014.2346445,InfoVis,10.1109@TVCG.2014.2346445.json,7,4,"['Diag.', 'Panel', 'Bar']",Diagram
10.1109/TVCG.2014.2346454,Jaemin Jo;Jaeseok Huh;Jonghun Park;Bohyoung Kim;Jinwook Seo,LiveGantt: Interactively Visualizing a Large Manufacturing Schedule,2014,http://dx.doi.org/10.1109/TVCG.2014.2346454,InfoVis,10.1109@TVCG.2014.2346454.json,3,3,"['Distri.', 'Grid', 'Area']",Distribution
10.1109/TVCG.2015.2467452,Uta Hinrichs;Stefania Forlini;Bridget Moynihan,Speculative Practices: Utilizing InfoVis to Explore Untapped Literary Collections,2015,http://dx.doi.org/10.1109/TVCG.2015.2467452,InfoVis,10.1109@TVCG.2015.2467452.json,3,8,"['Net.', 'Panel', 'Bar']",Tree and Network (Graph)
10.1109/TVCG.2016.2598589,Stephan Pajer;Marc Streit;Thomas Torsney-Weir;Florian Spechtenhauser;Torsten M?ller;Harald Piringer,WeightLifter: Visual Weight Space Exploration for Multi-Criteria Decision Making,2016,http://dx.doi.org/10.1109/TVCG.2016.2598589,InfoVis,10.1109@TVCG.2016.2598589.json,3,6,"['Diag.', 'Line', 'Table']",Diagram
